Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Neighborhood,Bldg Type,House Style,Year Built,Year Remod/Add,Garage Cars,Mo Sold,Yr Sold,Sale Condition,SalePrice
758,0903476090,190,RM,41,5852,OldTown,2fmCon,2.5Unf,1902,2000,0,5,2009,Normal,97500
759,0903481120,050,RM,60,5160,IDOTRR,1Fam,1.5Fin,1927,1950,1,8,2009,Normal,135000
760,0903481130,085,RM,86,5160,IDOTRR,1Fam,SFoyer,1923,1950,0,7,2009,Abnorml,70000
761,0903484110,190,RM,60,10320,IDOTRR,2fmCon,2Story,1915,1965,1,2,2009,Normal,116000
762,0904100190,020,RL,50,4280,Sawyer,1Fam,1Story,1946,2001,1,9,2009,Normal,88750
763,0904301060,090,RL,60,10800,Edwards,Duplex,1Story,1987,1988,0,3,2009,Alloca,179000
764,0904301070,090,RL,60,10800,Edwards,Duplex,1Story,1987,1988,0,3,2009,Alloca,179000
765,0904301100,090,RL,,10547,Edwards,Duplex,SFoyer,1978,1978,1,7,2009,Normal,159900
766,0904301375,030,RL,,10020,Edwards,1Fam,1Story,1922,1950,0,3,2009,Normal,61000
767,0904351200,070,RH,54,6629,Edwards,1Fam,2Story,1925,1950,1,7,2009,Normal,103600
768,0904351240,050,RL,60,9780,Edwards,1Fam,1.5Fin,1934,1950,1,3,2009,Normal,63000
769,0905101260,080,RL,70,12886,Sawyer,1Fam,SLvl,1963,1999,2,10,2009,Normal,175000
770,0905101490,020,RL,80,8816,Sawyer,1Fam,1Story,1963,1963,2,6,2009,Normal,139000
771,0905103040,060,RL,70,11184,Sawyer,1Fam,2Story,1978,1978,2,7,2009,Normal,172500
772,0905103070,020,RL,75,11625,Sawyer,1Fam,1Story,1967,1967,1,4,2009,Abnorml,113500
773,0905105190,020,RL,65,7800,Sawyer,1Fam,1Story,1967,2004,1,6,2009,Normal,130000
774,0905107310,085,RL,,8014,Sawyer,1Fam,SFoyer,1978,1978,2,6,2009,Normal,149900
775,0905108190,085,RL,,7252,Sawyer,1Fam,SFoyer,1982,1982,2,4,2009,Normal,134900
776,0905108220,085,RL,74,8740,Sawyer,1Fam,SFoyer,1982,1982,2,7,2009,Normal,137000
777,0905200220,020,RL,,11616,Sawyer,1Fam,1Story,1962,1962,1,9,2009,Normal,139000
778,0905200260,080,RL,88,15400,Sawyer,1Fam,SLvl,1961,1961,1,7,2009,Normal,165000
779,0905200350,080,RL,88,15312,Sawyer,1Fam,SLvl,1960,1960,2,3,2009,Normal,148000
780,0905225090,080,RL,,15584,ClearCr,1Fam,SLvl,1956,1956,1,10,2009,Normal,165000
781,0905228050,020,RL,,9000,Sawyer,1Fam,1Story,1947,1950,0,6,2009,Normal,63900
782,0905229040,050,RL,,11250,ClearCr,1Fam,1.5Fin,1957,1989,1,11,2009,Normal,161500
783,0905325020,020,RL,65,25095,ClearCr,1Fam,1Story,1968,2003,1,6,2009,Partial,143000
784,0905377010,020,RL,,17140,Edwards,1Fam,1Story,1956,1956,1,4,2009,Normal,135000
785,0905377130,030,RL,,12342,Edwards,1Fam,1Story,1940,1950,2,3,2009,Normal,82500
786,0905401100,020,RL,,10708,ClearCr,1Fam,1Story,1955,1993,1,11,2009,Normal,190000
787,0905402060,020,RL,,13680,Edwards,1Fam,1Story,1955,1955,2,6,2009,Normal,139600
788,0905402070,020,RL,,15635,Edwards,1Fam,1Story,1954,1954,2,10,2009,Normal,122000
789,0905450020,020,RL,73,9855,Edwards,1Fam,1Story,1956,1956,2,11,2009,Normal,127500
790,0905451300,020,RL,68,9571,Edwards,1Fam,1Story,1956,1956,1,2,2009,Normal,121500
791,0905451340,020,RL,68,9571,Edwards,1Fam,1Story,1958,1958,1,6,2009,Abnorml,60000
792,0905452040,060,RL,50,9350,Edwards,1Fam,2Story,1946,1950,1,7,2009,Normal,154400
793,0905452050,030,RL,50,9340,Edwards,1Fam,1Story,1941,1950,1,8,2009,Normal,113000
794,0905475160,020,RL,62,7440,Edwards,1Fam,1Story,1954,1954,1,9,2009,Normal,125000
795,0905475500,020,RL,,11500,Edwards,1Fam,1Story,1957,1957,1,1,2009,Normal,84000
796,0905476230,120,RL,42,4235,Edwards,TwnhsE,1Story,1984,1984,1,2,2009,Normal,139500
797,0905478030,050,RL,60,11409,Edwards,1Fam,1.5Fin,1949,2008,1,1,2009,Normal,131000
798,0905480030,050,RL,60,9060,Edwards,1Fam,1.5Fin,1939,1950,1,10,2009,Normal,105000
799,0905480210,070,RL,60,9084,Edwards,1Fam,2Story,1940,1950,1,10,2009,Normal,108000
800,0906201021,080,RL,74,10778,SawyerW,1Fam,SLvl,1990,1991,2,7,2009,Normal,162000
801,0906201050,080,RL,66,19255,SawyerW,1Fam,SLvl,1983,1983,2,9,2009,Normal,156500
802,0906201130,050,RL,79,12327,SawyerW,1Fam,1.5Fin,1983,2009,2,9,2009,Normal,316600
803,0906203120,020,RL,90,14684,SawyerW,1Fam,1Story,1990,1991,3,6,2009,Normal,271900
804,0906223060,060,RL,75,9317,SawyerW,1Fam,2Story,1993,1993,2,7,2009,Normal,213000
805,0906223080,060,RL,85,10560,SawyerW,1Fam,2Story,1993,1994,2,8,2009,Normal,239900
806,0906223210,060,RL,80,9828,SawyerW,1Fam,2Story,1995,1995,2,6,2009,Normal,239500
807,0906226060,070,RL,120,26400,SawyerW,1Fam,2Story,1880,2007,2,6,2009,Normal,131000
808,0906226070,090,RL,64,7018,SawyerW,Duplex,1Story,1979,1979,2,6,2009,Alloca,118964
809,0906226080,090,RL,64,7018,SawyerW,Duplex,SFoyer,1979,1979,2,6,2009,Alloca,153337
810,0906226090,090,RL,64,7018,SawyerW,Duplex,2Story,1979,1979,2,6,2009,Alloca,147983
811,0906226100,090,RL,64,7018,SawyerW,Duplex,1Story,1979,1979,2,6,2009,Alloca,118858
812,0906226110,090,RL,64,7018,SawyerW,Duplex,1Story,1979,1979,2,6,2009,Alloca,118858
813,0906226120,090,RL,64,7018,SawyerW,Duplex,2Story,1979,1979,2,6,2009,Alloca,142953
814,0906226130,090,RL,64,7040,SawyerW,Duplex,SFoyer,1979,1979,2,6,2009,Alloca,148325
815,0906226140,090,RL,64,7007,SawyerW,Duplex,1Story,1979,1979,2,6,2009,Alloca,113722
816,0906230010,090,RL,,11855,SawyerW,Duplex,2Story,2000,2000,4,10,2009,Normal,269500
817,0906230020,090,RL,,7939,SawyerW,Duplex,2Story,2000,2000,4,10,2009,Normal,269500
818,0906230030,090,RL,,7976,SawyerW,Duplex,2Story,2000,2000,4,10,2009,Normal,269500
819,0906340100,020,RL,84,10933,CollgCr,1Fam,1Story,2009,2009,3,7,2009,Partial,323262
820,0906340110,020,RL,79,10637,CollgCr,1Fam,1Story,2007,2008,3,9,2009,Normal,297000
821,0906340120,020,RL,61,10226,CollgCr,1Fam,1Story,2008,2008,3,1,2009,Normal,295493
822,0906340130,020,RL,65,10816,CollgCr,1Fam,1Story,2008,2008,3,11,2009,Normal,332000
823,0906378110,020,RL,71,9178,CollgCr,1Fam,1Story,2008,2008,3,6,2009,Normal,239900
824,0906380050,060,RL,68,10769,CollgCr,1Fam,2Story,2007,2007,2,4,2009,Normal,212000
825,0906380060,020,RL,77,11422,CollgCr,1Fam,1Story,2007,2008,2,4,2009,Normal,272500
826,0906380100,020,RL,122,11923,CollgCr,1Fam,1Story,2007,2007,2,5,2009,Normal,239000
827,0906380130,020,RL,68,8814,CollgCr,1Fam,1Story,2006,2006,2,3,2009,Abnorml,220000
828,0906380210,020,RL,64,6762,CollgCr,1Fam,1Story,2007,2007,2,5,2009,Normal,200000
829,0906380220,020,RL,95,10324,CollgCr,1Fam,1Story,2008,2008,3,3,2009,Normal,221800
830,0906392070,020,RL,64,7314,CollgCr,1Fam,1Story,2007,2007,2,2,2009,Normal,194500
831,0906392110,020,RL,78,11645,CollgCr,1Fam,1Story,2005,2006,3,3,2009,Normal,237000
832,0906392130,060,RL,79,11646,CollgCr,1Fam,2Story,2005,2006,2,7,2009,Normal,173000
833,0906402060,080,RL,,12800,SawyerW,1Fam,SLvl,1989,1989,2,8,2009,Normal,275000
834,0906426210,060,RL,,16698,ClearCr,1Fam,2Story,1992,1993,2,6,2009,Normal,233500
835,0906475070,060,RL,,28698,ClearCr,1Fam,2Story,1967,1967,2,6,2009,Abnorml,185000
836,0907126010,020,RL,82,12464,CollgCr,1Fam,1Story,1996,1996,2,11,2009,Normal,152000
837,0907126050,020,RL,65,9757,CollgCr,1Fam,1Story,1994,1994,1,10,2009,Normal,143000
838,0907130100,060,RL,65,15426,CollgCr,1Fam,2Story,1997,1997,2,8,2009,Normal,231500
839,0907131090,060,RL,43,10667,CollgCr,1Fam,2Story,1996,1996,2,4,2009,Normal,212000
840,0907131190,020,RL,65,14753,CollgCr,1Fam,1Story,1998,1998,2,12,2009,Normal,207000
841,0907135040,020,RL,112,10859,CollgCr,1Fam,1Story,1994,1995,2,6,2009,Normal,145000
842,0907135170,020,RL,60,8072,CollgCr,1Fam,1Story,1994,1995,2,5,2009,Normal,138000
843,0907175100,060,RL,80,10400,CollgCr,1Fam,2Story,1998,1998,2,3,2009,Normal,197900
844,0907180130,020,RL,78,10335,CollgCr,1Fam,1Story,1999,1999,2,6,2009,Normal,204000
845,0907181100,020,RL,68,9017,CollgCr,1Fam,1Story,1999,1999,2,9,2009,Normal,192000
846,0907185050,060,RL,70,8750,CollgCr,1Fam,2Story,1998,1998,2,4,2009,Normal,200000
847,0907192030,060,RL,68,8935,CollgCr,1Fam,2Story,2002,2002,2,7,2009,Normal,195000
848,0907192090,020,RL,67,9808,CollgCr,1Fam,1Story,2002,2002,2,3,2009,Normal,227000
849,0907194010,060,RL,79,12420,CollgCr,1Fam,2Story,2001,2001,2,6,2009,Normal,230000
850,0907194110,020,RL,67,16285,CollgCr,1Fam,1Story,2001,2002,2,6,2009,Normal,187100
851,0907194160,020,RL,65,10739,CollgCr,1Fam,1Story,2002,2001,2,4,2009,Normal,203000
852,0907196060,020,RL,75,11166,CollgCr,1Fam,1Story,2001,2001,2,7,2009,Family,201000
853,0907200230,020,RL,60,8430,CollgCr,1Fam,1Story,1978,1978,0,8,2009,Normal,124000
854,0907201220,020,RL,,16269,CollgCr,1Fam,1Story,1978,1978,1,7,2009,Normal,140000
855,0907201280,020,RL,76,6950,CollgCr,1Fam,1Story,1979,1979,2,10,2009,Normal,134900
856,0907202050,020,RL,61,8800,CollgCr,1Fam,1Story,1977,2008,2,9,2009,Normal,150500
857,0907202080,020,RL,,7000,CollgCr,1Fam,1Story,1978,2005,1,7,2009,Normal,136500
858,0907202130,020,RL,,9286,CollgCr,1Fam,1Story,1977,1989,1,10,2009,Normal,143500
859,0907227030,020,RL,36,15523,CollgCr,1Fam,1Story,1972,1972,1,8,2009,Normal,133500
860,0907227080,020,RL,60,7200,CollgCr,1Fam,1Story,1972,1972,2,9,2009,Normal,123000
861,0907227110,085,RL,60,7200,CollgCr,1Fam,SFoyer,1972,2003,1,4,2009,Normal,133900
862,0907227290,085,RL,70,8445,CollgCr,1Fam,SFoyer,1972,2007,2,3,2009,Normal,133000
863,0907250070,020,RL,90,11664,CollgCr,1Fam,1Story,2002,2002,3,9,2009,Normal,250000
864,0907252060,060,RL,,12334,CollgCr,1Fam,2Story,2003,2003,2,6,2009,Normal,254750
865,0907252210,020,RL,,11838,CollgCr,1Fam,1Story,2001,2001,2,6,2009,Normal,236500
866,0907252220,060,RL,,11885,CollgCr,1Fam,2Story,2001,2001,2,11,2009,Normal,261500
867,0907253130,060,RL,,11050,CollgCr,1Fam,2Story,2000,2000,3,5,2009,Normal,313000
868,0907260030,060,RL,70,8749,CollgCr,1Fam,2Story,2002,2002,2,11,2009,Normal,198500
869,0907265010,060,RL,,11250,CollgCr,1Fam,2Story,2001,2001,2,5,2009,Normal,211000
870,0907275010,020,RL,90,15750,CollgCr,1Fam,1Story,1999,2000,2,6,2009,Normal,220000
871,0907275090,020,RL,73,11883,CollgCr,1Fam,1Story,1996,1996,2,6,2009,Normal,203000
872,0907275140,020,RL,,12782,CollgCr,1Fam,1Story,2002,2003,2,6,2009,Normal,279500
873,0907280170,020,RL,70,8750,CollgCr,1Fam,1Story,1997,1998,2,8,2009,Normal,210000
874,0907285020,060,RL,,9375,CollgCr,1Fam,2Story,1997,1998,2,2,2009,Normal,219500
875,0907285050,060,RL,70,8750,CollgCr,1Fam,2Story,1996,1996,2,7,2009,Normal,191000
876,0907290070,020,RL,70,9100,CollgCr,1Fam,1Story,2001,2001,2,6,2009,Normal,178000
877,0907290090,020,RL,75,9750,CollgCr,1Fam,1Story,2000,2001,2,10,2009,Normal,213000
878,0907290180,120,RM,,4435,CollgCr,TwnhsE,1Story,2003,2004,2,6,2009,Normal,144000
879,0907290210,120,RM,,4435,CollgCr,TwnhsE,1Story,2003,2003,2,5,2009,Normal,140000
880,0907410130,020,RL,85,10200,CollgCr,1Fam,1Story,2007,2007,3,1,2009,Normal,293200
881,0907412020,060,RL,65,9313,CollgCr,1Fam,2Story,2004,2004,2,4,2009,Normal,190000
882,0907414020,020,RL,63,8487,CollgCr,1Fam,1Story,2004,2004,2,8,2009,Normal,190000
883,0907414080,060,RL,64,8633,CollgCr,1Fam,2Story,2005,2005,2,2,2009,Normal,173500
884,0907420040,060,RL,85,11069,CollgCr,1Fam,2Story,2007,2007,2,7,2009,Normal,170000
885,0908102050,020,RL,67,8777,Edwards,1Fam,1Story,1949,2003,2,5,2009,Normal,108000
886,0908102270,020,RL,75,9937,Edwards,1Fam,1Story,1964,1999,2,3,2009,Normal,167000
887,0908102290,020,RL,67,8877,Edwards,1Fam,1Story,1938,1958,1,5,2009,Normal,100000
888,0908128060,085,RL,64,7301,Edwards,1Fam,SFoyer,2003,2003,2,7,2009,Normal,198500
889,0908151050,060,RL,75,7950,Edwards,1Fam,2Story,1977,1977,2,7,2009,Normal,159500
890,0908152035,020,RL,80,10682,Edwards,1Fam,1Story,1960,1971,1,7,2009,Normal,127000
891,0908152100,080,RL,72,7200,Edwards,1Fam,SLvl,1976,1976,1,10,2009,Abnorml,125000
892,0908154040,020,RL,86,13286,Edwards,1Fam,1Story,2007,2008,3,2,2009,Normal,320000
893,0908186080,180,RM,35,3675,Edwards,TwnhsE,SFoyer,2005,2006,2,4,2009,Normal,145500
894,0908201040,020,RL,50,9405,Edwards,1Fam,1Story,1947,2008,0,6,2009,Normal,118000
895,0908203090,020,RL,64,6410,Edwards,1Fam,1Story,1959,1959,1,3,2009,Normal,85000
896,0908225290,020,RL,70,11767,Edwards,1Fam,1Story,1950,1950,1,6,2009,Normal,120000
897,0908225370,050,RL,50,8405,Edwards,1Fam,1.5Fin,1945,1950,1,4,2009,Normal,98000
898,0908229020,030,RL,56,4060,Edwards,1Fam,1Story,1922,1950,0,7,2009,Normal,99900
899,0908250030,020,RL,74,10206,Edwards,1Fam,1Story,1952,1952,2,7,2009,Normal,82000
900,0908275040,090,RL,65,10926,Edwards,Duplex,1Story,1959,1959,0,8,2009,Normal,119900
901,0908275110,020,RL,70,11767,Edwards,1Fam,1Story,1956,1956,1,5,2009,Normal,103500
902,0908276150,020,RL,,8926,Edwards,1Fam,1Story,1956,1956,1,10,2009,Abnorml,112000
903,0909101010,050,RL,67,12354,Edwards,1Fam,1.5Fin,1920,2000,2,8,2009,Normal,110000
904,0909101100,050,RL,45,8212,Edwards,1Fam,1.5Fin,1941,1950,1,9,2009,Normal,122000
905,0909101140,050,RL,60,10998,Edwards,1Fam,1.5Fin,1941,1960,2,7,2009,Normal,117000
906,0909129090,050,RH,70,6300,SWISU,1Fam,1.5Fin,1938,1950,1,7,2009,Abnorml,160000
907,0909129100,050,RH,55,4500,SWISU,1Fam,1.5Fin,1932,2000,1,7,2009,Abnorml,159434
908,0909175080,030,RL,60,8400,SWISU,1Fam,1Story,1920,1950,1,1,2009,Normal,60000
909,0909178160,050,RL,60,9900,SWISU,1Fam,1.5Fin,1940,1950,1,7,2009,Normal,139500
910,0909179020,075,RL,102,15863,SWISU,1Fam,2.5Fin,1920,1970,2,8,2009,Normal,197000
911,0909250080,070,RL,43,5707,SWISU,1Fam,2Story,1935,1950,1,3,2009,Normal,105000
912,0909250220,050,RL,65,7804,SWISU,1Fam,1.5Fin,1928,1950,2,12,2009,Normal,135000
913,0909251050,030,RL,64,8574,Crawfor,1Fam,1Story,1916,2000,2,10,2009,Normal,147500
914,0909251170,050,RL,51,6171,SWISU,1Fam,1.5Fin,1925,1990,1,10,2009,Normal,137450
915,0909252020,070,RL,60,7200,SWISU,1Fam,2Story,1936,2007,2,4,2009,Normal,155000
916,0909253010,050,RL,57,7558,Crawfor,1Fam,1.5Fin,1928,1950,2,3,2009,Normal,177000
917,0909253180,050,RL,52,6292,SWISU,1Fam,1.5Fin,1928,1950,1,8,2009,Normal,145000
918,0909254010,070,RL,53,7155,Crawfor,1Fam,2Story,1918,1990,1,5,2009,Normal,137000
919,0909257050,070,RL,53,10918,Crawfor,1Fam,2Story,1926,2004,1,6,2009,Normal,234000
920,0909275080,050,RL,60,13680,Crawfor,1Fam,1.5Fin,1940,1950,2,2,2009,Normal,205000
921,0909276110,070,RL,,7500,Crawfor,1Fam,2Story,1942,1950,1,11,2009,Normal,177500
922,0909276200,050,RL,130,9600,Crawfor,1Fam,1.5Fin,1940,1950,1,6,2009,Normal,160000
923,0909277090,020,RL,80,14680,Crawfor,1Fam,1Story,1960,1960,1,6,2009,Normal,155000
924,0909277100,030,RL,80,13360,Crawfor,1Fam,1Story,1921,2006,2,8,2009,Normal,163500
925,0909278020,050,RL,54,7681,Crawfor,1Fam,1.5Fin,1921,1950,1,7,2009,Normal,154900
926,0909279010,090,RL,,8145,Crawfor,Duplex,2.5Unf,1940,1950,2,7,2009,Normal,205000
927,0909282130,020,RL,70,9100,Crawfor,1Fam,1Story,1954,1954,1,10,2009,Family,144800
928,0909425060,070,RL,75,12000,Crawfor,1Fam,2Story,1941,1950,1,7,2009,Normal,174500
929,0909425130,020,RL,90,13339,Crawfor,1Fam,1Story,1960,1960,2,5,2009,Normal,193000
930,0909426090,050,RL,78,15600,Crawfor,1Fam,1.5Fin,1949,2005,1,10,2009,Normal,158000
931,0909427200,020,RL,80,14000,Crawfor,1Fam,1Story,1950,2004,1,8,2009,Family,158500
932,0909428240,020,RL,100,17500,Crawfor,1Fam,1Story,1954,1954,2,1,2009,Normal,224000
933,0909451040,160,RM,24,1733,Blueste,Twnhs,2Story,1980,1980,2,5,2009,Normal,115000
934,0909451100,160,RM,24,1488,Blueste,TwnhsE,2Story,1980,1992,2,10,2009,Normal,137000
935,0909451140,160,RM,24,1612,Blueste,Twnhs,2Story,1980,1980,2,7,2009,Normal,121000
936,0909451180,160,RM,24,1300,Blueste,TwnhsE,2Story,1980,1980,2,5,2009,Normal,124000
937,0909452050,080,RL,,13607,Crawfor,1Fam,SLvl,1986,1986,2,4,2009,Normal,208000
938,0909475040,020,RL,,17597,Crawfor,1Fam,1Story,1971,2009,2,7,2009,Normal,315000
939,0909475300,020,RL,,21695,Crawfor,1Fam,1Story,1988,2007,2,12,2009,Normal,222000
940,0910202070,070,RM,59,10690,IDOTRR,1Fam,2Story,1920,1997,1,7,2009,Normal,147000
941,0910204050,070,RM,50,8660,IDOTRR,1Fam,2Story,1900,1993,2,12,2009,Normal,123000
942,0910205020,070,RM,60,6402,IDOTRR,1Fam,2Story,1920,1950,1,7,2009,Normal,78000
943,0911103050,050,C (all),105,8470,IDOTRR,1Fam,1.5Fin,1915,1982,0,10,2009,Abnorml,85000
944,0911104060,030,C (all),60,10200,IDOTRR,1Fam,1Story,1925,1950,1,5,2009,Normal,75000
945,0911370500,120,RM,44,3843,Crawfor,TwnhsE,1Story,2007,2008,2,6,2009,Partial,230000
946,0912251110,030,I (all),109,21780,IDOTRR,1Fam,1Story,1910,1950,1,3,2009,Normal,57625
947,0914465020,060,RL,75,10125,Mitchel,1Fam,2Story,2000,2001,3,5,2009,Normal,251000
948,0914465040,050,RL,48,12822,Mitchel,1Fam,1.5Fin,2003,2003,2,8,2009,Abnorml,239686
949,0914465055,020,RL,43,12118,Mitchel,1Fam,1Story,2004,2005,2,4,2009,Normal,240000
950,0914474070,060,RL,71,12209,Mitchel,1Fam,2Story,2001,2002,2,6,2009,Normal,215000
951,0914475010,085,RL,75,9750,Mitchel,1Fam,SFoyer,1977,1977,1,4,2009,Normal,156450
952,0914475030,085,RL,72,9360,Mitchel,1Fam,SFoyer,1977,1977,2,11,2009,Normal,173000
953,0914476020,090,RL,75,10125,Mitchel,Duplex,1.5Fin,1977,1977,2,8,2009,Normal,126000
954,0914476380,080,RL,,9947,Mitchel,1Fam,SLvl,1990,1991,2,6,2009,Normal,173000
955,0914476430,020,RL,82,11070,Mitchel,1Fam,1Story,1991,1991,2,4,2009,Abnorml,152000
956,0916176030,020,RL,,14375,Timber,1Fam,SLvl,1958,1958,2,1,2009,Abnorml,137500
957,0916176125,020,RL,150,215245,Timber,1Fam,1Story,1965,1965,2,6,2009,Normal,375000
958,0916380070,020,RL,89,12898,Timber,1Fam,1Story,2007,2008,3,9,2009,Normal,315500
959,0916382010,060,RL,83,13159,Timber,1Fam,2Story,2009,2009,2,7,2009,Partial,224500
960,0916382100,020,RL,113,13438,Timber,1Fam,1Story,2008,2008,3,7,2009,Normal,410000
961,0916382110,020,RL,79,14463,Timber,1Fam,1Story,2008,2008,3,1,2009,Normal,316500
962,0916386140,020,RL,73,8925,Timber,1Fam,1Story,2007,2007,3,7,2009,Normal,201000
963,0916403010,020,RL,130,11457,Timber,1Fam,1Story,1988,1988,2,3,2009,Normal,175000
964,0916403200,060,RL,,9839,Timber,1Fam,2Story,1980,2006,2,2,2009,Normal,204000
965,0916403250,080,RL,125,14419,Timber,1Fam,SLvl,1987,1989,2,7,2009,Normal,213500
966,0916455070,020,RL,,6853,Timber,1Fam,1Story,2001,2002,2,6,2009,Normal,220000
967,0916460110,060,RL,75,9157,Timber,1Fam,2Story,2003,2003,2,2,2009,Abnorml,170000
968,0916475040,020,RL,85,14601,Timber,1Fam,1Story,2006,2006,3,3,2009,Normal,315000
969,0921128050,020,RL,85,12633,Timber,1Fam,1Story,2007,2007,3,5,2009,Normal,425000
970,0923201100,020,RL,75,12518,Mitchel,1Fam,1Story,1968,1968,1,4,2009,Normal,139500
971,0923202060,020,RL,100,21750,Mitchel,1Fam,1Story,1960,2006,2,11,2009,Normal,115000
972,0923203110,120,RM,32,4500,Mitchel,TwnhsE,1Story,1998,1998,2,6,2009,Normal,162000
973,0923203190,120,RM,,4500,Mitchel,TwnhsE,1Story,1999,1999,2,6,2009,Normal,165000
974,0923225360,180,RM,21,1596,MeadowV,Twnhs,SLvl,1973,1973,1,11,2009,Normal,91000
975,0923225490,020,RL,62,9858,Mitchel,1Fam,1Story,1968,1968,1,11,2009,Normal,130000
976,0923226270,180,RM,21,1526,MeadowV,Twnhs,SFoyer,1970,2002,1,5,2009,Normal,86000
977,0923227080,020,RL,83,13383,Mitchel,1Fam,1Story,1969,2000,2,3,2009,Normal,160000
978,0923228110,180,RM,21,1477,MeadowV,TwnhsE,SFoyer,1970,1970,1,4,2009,Normal,80000
979,0923228150,160,RM,21,1533,MeadowV,Twnhs,2Story,1970,2008,0,5,2009,Normal,97000
980,0923228230,160,RM,21,2217,MeadowV,TwnhsE,2Story,1970,1970,1,8,2009,Normal,88000
981,0923230200,085,RL,50,7689,Mitchel,1Fam,SFoyer,1972,1972,1,7,2009,Normal,131900
982,0923252075,080,RL,62,7706,Mitchel,1Fam,SLvl,1993,1996,1,8,2009,Normal,131250
983,0923275040,085,RL,,9101,Mitchel,1Fam,SFoyer,1978,1978,2,7,2009,Normal,165500
984,0923275140,020,RL,,8780,Mitchel,1Fam,1Story,1985,1985,0,3,2009,Normal,112000
985,0923276260,085,RL,70,7669,Mitchel,1Fam,SFoyer,1992,1993,2,6,2009,Normal,149000
986,0923400025,050,RL,85,14115,Mitchel,1Fam,1.5Fin,1993,1995,2,10,2009,Normal,143000
987,0923400110,060,RL,62,10429,Mitchel,1Fam,2Story,1992,1992,2,7,2009,Normal,130000
988,0924100040,020,RL,,9819,Mitchel,1Fam,1Story,1977,1977,2,5,2009,Normal,196000
989,0924100060,060,RL,70,10457,Mitchel,1Fam,2Story,1969,1969,2,4,2009,Normal,173000
990,0526351030,020,RL,87,11029,NAmes,1Fam,1Story,1958,2002,2,5,2008,Normal,176500
991,0526353050,020,RL,,12925,NAmes,1Fam,1Story,1970,1970,2,5,2008,Normal,237500
992,0526354070,060,RL,85,11075,NAmes,1Fam,2Story,1969,1969,2,6,2008,Normal,206900
993,0527105050,060,RL,72,8702,Gilbert,1Fam,2Story,1997,1998,2,4,2008,Normal,187500
994,0527106050,060,RL,65,8139,Gilbert,1Fam,2Story,1995,1996,2,10,2008,Normal,165000
995,0527106140,060,RL,59,9535,Gilbert,1Fam,2Story,1998,1998,2,5,2008,Normal,195500
996,0527106150,060,RL,59,9042,Gilbert,1Fam,2Story,1998,1998,2,7,2008,Normal,192000
997,0527107010,060,RL,,15038,Gilbert,1Fam,2Story,1996,1996,2,11,2008,Normal,173000
998,0527107090,020,RL,53,14137,Gilbert,1Fam,1Story,1996,1997,2,11,2008,Normal,177900
999,0527107210,060,RL,57,21872,Gilbert,1Fam,2Story,1996,1997,2,8,2008,Normal,175000
1000,0527127140,120,RL,41,4923,StoneBr,TwnhsE,1Story,2001,2002,2,8,2008,Normal,286000
1001,0527131110,120,RL,45,6264,StoneBr,1Fam,1Story,1997,1997,2,7,2008,Normal,247900
1002,0527140090,120,RL,41,5395,StoneBr,TwnhsE,1Story,1993,1993,2,10,2008,Normal,180000
1003,0527145090,120,RL,39,5070,StoneBr,TwnhsE,1Story,1992,1992,2,8,2008,Normal,180000
1004,0527161010,060,RL,100,10839,Gilbert,1Fam,2Story,1997,1998,2,7,2008,Normal,181000
1005,0527162180,060,RL,73,11184,Gilbert,1Fam,2Story,1998,1998,2,4,2008,Family,183000
1006,0527163100,060,RL,,8000,Gilbert,1Fam,2Story,1995,1996,2,6,2008,Normal,188000
1007,0527164120,060,RL,,10832,Gilbert,1Fam,2Story,1994,1996,2,10,2008,Normal,194500
1008,0527165010,060,RL,,14067,Gilbert,1Fam,2Story,1991,1991,2,9,2008,Normal,185000
1009,0527183030,120,RL,40,4671,StoneBr,TwnhsE,1Story,1988,1989,2,10,2008,Normal,189000
1010,0527183060,120,RL,65,5950,StoneBr,TwnhsE,1Story,1989,1989,2,4,2008,Normal,188500
1011,0527208010,060,RL,101,13543,StoneBr,1Fam,2Story,2005,2005,3,7,2008,Normal,355000
1012,0527212050,060,RL,77,11198,StoneBr,1Fam,2Story,2005,2007,3,6,2008,Normal,325000
1013,0527214030,020,RL,53,15401,StoneBr,1Fam,1Story,2004,2004,3,9,2008,Normal,387000
1014,0527226020,020,RL,,31220,Gilbert,1Fam,1Story,1952,1952,2,5,2008,Normal,115000
1015,0527252080,120,RL,60,8118,StoneBr,TwnhsE,1Story,2007,2007,2,7,2008,Normal,334000
1016,0527276040,020,RL,,47280,Gilbert,1Fam,1Story,1950,1950,2,7,2008,Family,133000
1017,0527301170,060,RL,46,20544,NWAmes,1Fam,2Story,1986,1991,2,11,2008,Normal,215000
1018,0527301245,020,RL,63,12680,NWAmes,1Fam,1Story,1988,1988,2,6,2008,Normal,226500
1019,0527302050,020,RL,78,12090,NWAmes,1Fam,1Story,1981,1981,2,6,2008,Normal,175500
1020,0527302070,020,RL,,10825,NWAmes,1Fam,1Story,1983,1983,2,7,2008,Normal,181900
1021,0527302185,020,RL,56,18559,NWAmes,1Fam,1Story,1978,1978,2,8,2008,Normal,235000
1022,0527302210,020,RL,85,14450,NWAmes,1Fam,1Story,1979,1979,2,3,2008,Normal,220000
